maTTHC;tenTTHC;DoiTuong;LinhVuc;;;;;;
1.013466.H17;Chấp thuận vùng hoạt động tàu lặn;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.013467.H17;Phê duyệt Phương án đưa tàu lặn vào hoạt động;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.013468.H17;Chấm dứt hoạt động tàu lặn;"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.001870.H17;Đổi tên cảng cạn;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.002771.H17;Phê duyệt phương án trục vớt tài sản chìm đắm;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.000344.H17;Phê duyệt phương án vận tải hàng hóa siêu trường hoặc hàng hóa siêu trọng trên đường thủy nội địa;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.004259.H17;Cấp lại Giấy phép vận tải qua biên giới;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.009445.H17;Thỏa thuận nâng cấp bến thủy nội địa thành cảng thủy nội địa;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.009446.H17;Công bố chuyển bến thủy nội địa thành cảng thủy nội địa trong trường hợp bến thủy nội địa có quy mô, thông số kỹ thuật phù hợp với cấp kỹ thuật cảng thủy nội địa;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.001223.H17;Thủ tục cấp Giấy phép nhập khẩu pháo hiệu hàng hải;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.000940.H17;Quyết định đưa cơ sở phá dỡ tàu biển vào hoạt động;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.007949.H17;Quyết định lại đưa cơ sở phá dỡ tàu biển vào hoạt dộng;"Công dân Việt Nam; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
1.000892.H17;Phê duyệt phương án phá dỡ tàu biển;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
2.000378.H17;Cấp Giấy phép nhập khẩu tàu biển đã qua sử dụng để phá dỡ;"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
2.002314.H17;Thủ tục cho chủ trương đăng cai tổ chức hội nghị, hội thảo quốc tế không thuộc thẩm quyền cho phép của Thủ tướng Chính phủ;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Hội nghị, hội thảo quốc tế (Bộ Ngoại giao);;;;;;
1.003915.H17;Thủ tục cấp Chứng chỉ hành nghề đấu giá;Công dân Việt Nam;Đấu giá tài sản (Bộ Tư pháp);;;;;;
1.000802.H17;Cấp lại Chứng chỉ hành nghề đấu giá;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài";Đấu giá tài sản (Bộ Tư pháp);;;;;;
1.005091.H17;Cấp giấy chứng nhận sản phẩm công nghiệp sử dụng cho phương tiện thủy nội địa;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đăng kiểm (Bộ Xây dựng);;;;;;
1.001131.H17;Cấp giấy chứng nhận an toàn kỹ thuật và bảo vệ môi trường cho phương tiện nhập khẩu;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đăng kiểm (Bộ Xây dựng);;;;;;
1.013223.H17;Công nhận tổ chức xã hội nghề nghiệp đủ điều kiện cấp chứng chỉ hành nghề hoạt động xây dựng hạng II, hạng III/chứng chỉ năng lực hoạt động xây dựng hạng II, hạng III cho hội viên của mình;Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.013953.H17;Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất do sai sót về ranh giới, vị trí, diện tích, mục đích sử dụng giữa bản đồ quy hoạch, bản đồ địa chính, quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất và số liệu bàn giao đất trên thực địa;"Công dân Việt Nam; Cán bộ, công chức, viên chức; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.013962.H17;"Giao đất ở có thu tiền sử dụng đất không thông qua đấu giá, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất đối với cá nhân là cán bộ, công chức, viên chức, sĩ quan tại ngũ, quân nhân chuyên nghiệp, công chức quốc phòng, công nhân và viên chức quốc phòng, sĩ quan, hạ sĩ quan, công nhân công an, người làm công tác cơ yếu và người làm công tác khác trong tổ chức cơ yếu hưởng lương từ ngân sách nhà nước mà chưa được giao đất ở, nhà ở; giáo viên, nhân viên y tế đang công tác tại các xã biên giới, hải đảo thuộc vùng có điều kiện kinh tế - xã hội khó khăn, vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn nhưng chưa có đất ở, nhà ở tại nơi công tác hoặc chưa được hưởng chính sách hỗ trợ về nhà ở theo quy định của pháp luật về nhà ở; cá nhân thường trú tại xã mà không có đất ở và chưa được Nhà nước giao đất ở hoặc chưa được hưởng chính sách hỗ trợ về nhà ở theo quy định của pháp luật về nhà ở";Công dân Việt Nam;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.013978.H17;Đăng ký đất đai, tài sản gắn liền với đất, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu đối với hộ gia đình, cá nhân, cộng đồng dân cư, người gốc Việt Nam định cư ở nước ngoài;Công dân Việt Nam;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.013979.H17;Tặng cho quyền sử dụng đất cho Nhà nước hoặc cộng đồng dân cư hoặc mở rộng đường giao thông đối với trường hợp thửa đất chưa được cấp Giấy chứng nhận;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.013965.H17;Sử dụng đất kết hợp đa mục đích, gia hạn phương án sử dụng đất kết hợp đa mục đích.;Công dân Việt Nam;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.013967.H17;Giải quyết tranh chấp đất đai thuộc thẩm quyền của Chủ tịch Ủy ban nhân dân cấp xã;Công dân Việt Nam;Đất đai (Bộ Nông nghiệp và Môi trường);;;;;;
1.004261.H17;Cấp Giấy phép vận tải qua biên giới;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Hàng hải và đường thủy nội địa (Bộ Xây dựng);;;;;;
3.000435.H17;Cấp phép nghiên cứu khoa học trong vùng biển quản lý hành chính trên biển của cấp tỉnh;"Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức nước ngoài";Biển và hải đảo (Bộ Nông nghiệp và Môi trường);;;;;;
3.000436.H17;Sửa đổi, bổ sung quyết định cấp phép nghiên cứu khoa học trong vùng biển thuộc quản lý hành chính trên biển của cấp tỉnh;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài";Biển và hải đảo (Bộ Nông nghiệp và Môi trường);;;;;;
3.000437.H17;Gia hạn quyết định cấp phép nghiên cứu khoa học cấp tỉnh;"Người Việt Nam định cư ở nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài";Biển và hải đảo (Bộ Nông nghiệp và Môi trường);;;;;;
1.013777.H17;Cho phép chuyển nhượng toàn bộ hoặc một phần dự án bất động sản;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Kinh doanh bất động sản (Bộ Xây dựng);;;;;;
1.004883.H17;"Chấp thuận chủ trương xây dựng đường ngang (đối với đường sắt có tốc độ thiết kế nhỏ hơn 100 km/giờ giao nhau với đường bộ; đường sắt giao nhau với đường bộ từ cấp IV trở xuống)";"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.005126.H17;Cấp Giấy phép xây dựng, cải tạo, nâng cấp đường ngang;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.000294.H17;Bãi bỏ đường ngang;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.005058.H17;Gia hạn Giấy phép xây dựng, cải tạo, nâng cấp đường ngang;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.010000.H17;Cấp Giấy chứng nhận đăng ký phương tiện giao thông đường sắt;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.004844.H17;Cấp lại Giấy chứng nhận đăng ký phương tiện giao thông đường sắt;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.005075.H17;Xóa, thu hồi Giấy chứng nhận đăng ký phương tiện giao thông đường sắt;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.004691.H17;Chấp thuận chủ trương kết nối các tuyến đường sắt;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.004685.H17;Cấp Giấy phép kết nối các tuyến đường sắt;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.004681.H17;Gia hạn giấy phép kết nối, bãi bỏ kết nối các tuyến đường sắt;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Đường sắt (Bộ Xây dựng);;;;;;
1.004669.H17;Tên thủ tục: Cấp, cấp lại, gia hạn giấy phép nuôi trồng thủy sản trên biển đối với nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
